LAT;;;;;40.7143;40.7143;40.7143;40.7143;40.7143;40.7143;40.7143;40.7143;40.7143
LON;;;;;-74.0060;-74.0060;-74.0060;-74.0060;-74.0060;-74.0060;-74.0060;-74.0060;-74.0060
ASL;;;;;10.0000;10.0000;10.0000;10.0000;10.0000;10.0000;10.0000;10.0000;10.0000
CITY;;;;;New York;New York;New York;New York;New York;New York;New York;New York;New York
DOMAIN;;;;;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;sfc;sfc;10 m above gnd;10 m above gnd;sfc
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Snowfall amount raw;Sunshine Duration;Shortwave Radiation;Wind Speed;Wind Direction;Wind Gust
UNIT;;;;;°F;%;mm;cm;min;W/m2;mph;°;mph
AGGREGATION;;;;;;;;;;;;;
UTC_OFFSET;;;;;-5;-5;-5;-5;-5;-5;-5;-5;-5

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Gust  [sfc]
2018;09;22;04;00;68.50;90.00;0.00;0.00;0.00;0.00;9.49;261.87;15.66
2018;09;22;05;00;68.46;91.00;0.00;0.00;0.00;0.00;9.01;284.38;13.42
2018;09;22;06;00;68.46;90.00;0.00;0.00;0.00;2.67;9.50;313.09;13.65
2018;09;22;07;00;70.33;84.00;0.00;0.00;49.79;92.56;11.05;328.24;14.09
2018;09;22;08;00;71.56;68.00;0.00;0.00;0.00;181.56;13.09;340.02;17.00
2018;09;22;09;00;71.72;55.00;0.00;0.00;0.00;291.92;13.87;342.15;17.22
2018;09;22;10;00;72.82;47.00;0.00;0.00;0.00;548.24;13.09;343.11;15.43
2018;09;22;11;00;73.48;42.00;0.00;0.00;0.00;679.07;11.56;345.43;14.54
2018;09;22;12;00;74.33;40.00;0.00;0.00;0.00;727.13;10.05;348.44;12.97
2018;09;22;13;00;74.98;36.00;0.00;0.00;8.94;724.46;8.77;354.14;12.08
2018;09;22;14;00;75.32;37.00;0.00;0.00;0.00;661.27;7.83;360.00;10.29
2018;09;22;15;00;75.19;38.00;0.00;0.00;0.00;517.09;7.19;5.36;10.29
2018;09;22;16;00;74.40;39.00;0.00;0.00;0.00;298.15;6.58;9.78;9.62
2018;09;22;17;00;73.39;41.00;0.00;0.00;0.00;146.85;6.09;17.10;5.82
2018;09;22;18;00;72.21;43.00;0.00;0.00;0.00;31.15;5.61;23.50;4.03
2018;09;22;19;00;71.31;46.00;0.00;0.00;0.00;0.00;5.52;31.76;4.92
2018;09;22;20;00;70.30;49.00;0.00;0.00;0.00;0.00;5.24;39.81;4.92
2018;09;22;21;00;69.38;51.00;0.00;0.00;0.00;0.00;5.54;46.64;6.71
2018;09;22;22;00;68.26;54.00;0.00;0.00;0.00;0.00;5.07;48.58;5.59
2018;09;22;23;00;67.11;57.00;0.00;0.00;0.00;0.00;5.07;48.58;6.71
2018;09;23;00;00;66.14;59.00;0.00;0.00;0.00;0.00;5.06;45.00;7.83
2018;09;23;01;00;65.31;61.00;0.00;0.00;0.00;0.00;5.06;45.00;7.83
2018;09;23;02;00;64.50;63.00;0.00;0.00;0.00;0.00;5.07;41.42;9.17
2018;09;23;03;00;63.76;65.00;0.00;0.00;0.00;0.00;4.93;39.47;8.95
2018;09;23;04;00;63.15;67.00;0.00;0.00;0.00;0.00;4.93;39.47;8.50
2018;09;23;05;00;62.58;68.00;0.00;0.00;0.00;0.00;5.10;37.87;8.05
2018;09;23;06;00;62.27;70.00;0.00;0.00;0.00;1.78;5.42;38.29;8.05
2018;09;23;07;00;61.68;62.00;0.00;0.00;0.00;32.04;5.28;53.62;7.38
2018;09;23;08;00;62.49;63.00;0.00;0.00;0.00;76.54;5.66;71.57;3.58
2018;09;23;09;00;63.51;65.00;0.00;0.00;0.00;104.13;5.92;79.11;4.47
2018;09;23;10;00;65.11;66.00;0.00;0.00;0.00;179.78;5.82;90.00;5.59
2018;09;23;11;00;67.27;66.00;0.00;0.00;0.00;313.28;5.32;104.62;5.82
2018;09;23;12;00;68.95;67.00;0.00;0.00;0.00;404.06;5.30;117.65;5.82
2018;09;23;13;00;70.12;68.00;0.00;0.00;0.00;401.39;4.97;125.84;5.59
2018;09;23;14;00;70.55;69.00;0.00;0.00;0.00;331.97;5.22;133.26;4.25
2018;09;23;15;00;70.30;70.00;0.00;0.00;0.00;227.84;4.93;140.53;7.16
2018;09;23;16;00;69.94;72.00;0.00;0.00;0.00;148.63;5.15;145.62;4.47
2018;09;23;17;00;69.31;74.00;0.00;0.00;0.00;82.77;4.97;144.16;4.25
2018;09;23;18;00;68.39;77.00;0.00;0.00;0.00;17.80;4.47;143.13;4.25
2018;09;23;19;00;67.85;80.00;0.00;0.00;0.00;0.00;4.44;139.09;4.25
2018;09;23;20;00;67.40;81.00;0.00;0.00;0.00;0.00;4.11;135.00;4.47
2018;09;23;21;00;66.95;83.00;0.00;0.00;0.00;0.00;3.81;130.24;4.47
2018;09;23;22;00;66.59;83.00;0.00;0.00;0.00;0.00;3.72;122.74;4.70
2018;09;23;23;00;66.21;82.00;0.00;0.00;0.00;0.00;3.54;108.43;5.14
2018;09;24;00;00;65.92;82.00;0.00;0.00;0.00;0.00;3.58;90.00;5.82
2018;09;24;01;00;64.88;85.00;0.00;0.00;0.00;0.00;3.91;76.76;6.49
2018;09;24;02;00;64.25;86.00;0.00;0.00;0.00;0.00;4.50;63.43;7.83
2018;09;24;03;00;63.69;87.00;0.00;0.00;0.00;0.00;5.30;62.35;9.40
2018;09;24;04;00;63.28;88.00;0.00;0.00;0.00;0.00;6.30;62.53;11.63
2018;09;24;05;00;62.97;87.00;0.00;0.00;0.00;0.00;7.21;60.26;12.53
2018;09;24;06;00;62.72;87.00;0.00;0.00;0.00;1.78;8.21;60.64;10.96
2018;09;24;07;00;58.51;70.00;0.00;0.00;40.85;113.92;9.68;49.69;14.09
2018;09;24;08;00;61.48;60.00;0.00;0.00;40.85;254.54;12.28;56.89;14.99
2018;09;24;09;00;63.85;57.00;0.00;0.00;43.15;441.44;14.17;68.70;16.55
2018;09;24;10;00;66.03;58.00;0.00;0.00;44.87;596.30;15.49;79.18;15.21
2018;09;24;11;00;67.85;58.00;0.00;0.00;0.00;673.73;16.38;85.30;15.43
2018;09;24;12;00;68.25;58.00;0.00;0.00;0.00;567.82;17.01;87.74;17.00
2018;09;24;13;00;69.07;57.00;0.00;0.00;0.00;485.05;17.23;89.26;16.33
2018;09;24;14;00;69.06;56.00;0.00;0.00;0.00;581.17;17.23;88.51;17.00
2018;09;24;15;00;67.80;59.00;0.00;0.00;44.04;374.69;17.01;87.74;16.33
2018;09;24;16;00;66.66;61.00;0.00;0.00;53.62;256.32;16.78;88.47;16.55
2018;09;24;17;00;65.24;65.00;0.00;0.00;25.53;191.35;16.33;89.22;16.78
2018;09;24;18;00;63.93;69.00;0.00;0.00;6.72;48.06;15.88;90.00;16.78
2018;09;24;19;00;63.31;70.00;0.00;0.00;0.00;0.00;16.33;90.00;16.78
2018;09;24;20;00;62.92;72.00;0.00;0.00;0.00;0.00;16.55;90.77;17.00
2018;09;24;21;00;62.54;73.00;0.00;0.00;0.00;0.00;16.33;90.00;15.66
2018;09;24;22;00;62.36;74.00;0.00;0.00;0.00;0.00;15.89;88.39;15.88
2018;09;24;23;00;62.29;75.00;0.00;0.00;0.00;0.00;15.25;85.79;15.43
2018;09;25;00;00;62.36;76.00;0.00;0.00;0.00;0.00;15.12;82.35;15.43
2018;09;25;01;00;62.11;78.00;0.20;0.00;0.00;0.00;14.79;79.54;15.43
2018;09;25;02;00;60.49;89.00;3.80;0.00;0.00;0.00;14.44;77.47;15.88
2018;09;25;03;00;60.27;93.00;4.40;0.00;0.00;0.00;13.89;75.07;16.55
2018;09;25;04;00;60.56;93.00;3.10;0.00;0.00;0.00;13.67;74.83;19.46
2018;09;25;05;00;61.01;94.00;1.90;0.00;0.00;0.00;14.05;76.18;18.34
2018;09;25;06;00;61.62;95.00;3.30;0.00;0.00;0.00;14.31;80.10;19.91
2018;09;25;07;00;62.54;95.00;4.70;0.00;0.00;9.79;13.71;84.38;20.58
2018;09;25;08;00;63.98;95.00;4.90;0.00;0.00;25.81;12.98;90.99;19.91
2018;09;25;09;00;65.44;95.00;2.70;0.00;0.00;40.94;11.81;99.82;17.67
2018;09;25;10;00;66.97;96.00;1.80;0.00;0.00;46.28;10.93;112.89;15.88
2018;09;25;11;00;68.53;97.00;1.80;0.00;0.00;51.62;9.85;129.47;13.20
2018;09;25;12;00;70.08;96.00;2.00;0.00;0.00;69.42;9.26;142.85;12.97
2018;09;25;13;00;71.14;96.00;1.80;0.00;0.00;87.22;8.71;150.80;12.30
2018;09;25;14;00;71.65;96.00;1.50;0.00;0.00;95.23;8.35;159.62;12.08
2018;09;25;15;00;71.95;95.00;0.80;0.00;0.00;85.44;7.65;164.74;11.63
2018;09;25;16;00;72.19;94.00;0.60;0.00;0.00;66.75;7.02;170.84;12.30
2018;09;25;17;00;72.42;94.00;0.30;0.00;0.00;49.84;6.30;173.88;12.08
2018;09;25;18;00;71.97;95.00;0.00;0.00;0.00;19.58;5.63;173.16;12.53
2018;09;25;19;00;71.70;96.00;0.00;0.00;0.00;0.00;5.22;170.13;11.86
2018;09;25;20;00;71.22;97.00;0.00;0.00;0.00;0.00;5.19;172.57;11.41
2018;09;25;21;00;71.00;97.00;0.00;0.00;0.00;0.00;5.37;177.61;13.65
2018;09;25;22;00;70.82;97.00;0.00;0.00;0.00;0.00;5.59;180.00;15.43
2018;09;25;23;00;70.73;97.00;0.00;0.00;0.00;0.00;5.83;184.40;15.88
